Order ID,Order Date,Ship Date,Customer Name,Customer ID,Customer Segment,Product Name,Category,Product ID,Region,Country,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Stock Left,Auto Reorder,Reorder Quantity,Supplier Name,Supplier Email,Payment Mode,Delivery Status
ORD2348,2024-04-08,2024-04-10,Tiffany Smith,CUST403,Consumer,Board Game,Toys,PROD8606,International,Vietnam,Virginia,East Joseberg,5,507.97,5,2412.86,1826.38,586.48,13,No,0,Lane-Williams,ehamilton@gonzales-butler.com,Cash,Returned
ORD2349,2023-09-25,2023-09-27,Ms. Angela Bowman PhD,CUST963,VIP Member,Headphones,Electronics,PROD5950,North,Cape Verde,South Carolina,Millerstad,8,1804.71,20,11550.16,7999.39,3550.78,0,Yes,26,Camacho-Carpenter,jthompson@walker.com,UPI,Returned
ORD2350,2025-04-29,2025-05-06,Eric Thomas,CUST546,Small Business,Buds,Electronics,PROD2415,North-East,Gambia,Delaware,Davidland,6,346.06,20,1661.07,1028.22,632.86,43,No,0,Stephens PLC,nicolejohnson@orr.biz,Cash,Cancelled
ORD2351,2024-04-12,2024-04-16,Adrian Payne,CUST721,Corporate,Vegetables,Grocery,PROD1050,West,Reunion,Ohio,New Thomas,10,416.02,20,3328.2,2306.57,1021.63,26,No,0,Walsh LLC,robinsondavid@shepherd.com,Net Banking,Cancelled
ORD2352,2025-05-22,2025-05-23,Amy Wood,CUST784,VIP Member,Shampoo,Beauty,PROD1466,North-East,Saudi Arabia,Delaware,Staceymouth,4,834.73,20,2671.15,2166.51,504.64,29,No,0,"Villegas, Burke and Mendez",daisy54@davis.com,Debit Card,Returned
ORD2353,2023-08-06,2023-08-11,Terry Webb,CUST276,VIP Member,Bed,Furniture,PROD8903,East,India,Arizona,Williamstown,6,1799.43,20,8637.24,6959.4,1677.84,8,Yes,24,"Barber, Morgan and Sullivan",mccoyjames@parks.com,Debit Card,Delivered
ORD2354,2026-04-06,2026-04-07,Michael Ruiz,CUST959,VIP Member,Jacket,Clothing,PROD2498,East,Togo,Louisiana,New Christopher,5,1122.98,10,5053.4,3209.71,1843.7,25,No,0,"White, Brown and Parks",michelle01@richards.com,Credit Card,Pending
ORD2355,2026-01-06,2026-01-11,Stanley Howell,CUST633,Small Business,Stapler,Office Supplies,PROD9523,West,Bosnia and Herzegovina,Washington,New Cynthia,10,1736.44,10,15627.92,9553.95,6073.96,14,No,0,Peterson-Taylor,diane79@guerrero.biz,Debit Card,Delivered
ORD2356,2024-01-14,2024-01-20,Paul Mills,CUST658,Small Business,Puzzle,Toys,PROD9874,International,Belgium,Rhode Island,Port Timothy,4,4299.63,20,13758.81,8780.5,4978.32,32,No,0,"Phillips, Thomas and Scott",nmeza@haley-martinez.org,Debit Card,Returned
ORD2357,2025-12-21,2025-12-22,Kathleen Sandoval,CUST165,Small Business,T-Shirt,Clothing,PROD4211,North-East,Guadeloupe,Iowa,South Morganshire,3,2797.92,15,7134.69,4549.44,2585.25,45,No,0,"Rogers, Fisher and Williams",patty82@norton-anderson.com,Net Banking,Delivered
ORD2358,2025-04-10,2025-04-15,Bruce Gibson,CUST702,Home Office,Headphones,Electronics,PROD1381,West,Nigeria,Nebraska,Marshville,10,4567.16,5,43387.98,29406.55,13981.43,37,No,0,Compton Inc,xburke@ayers.net,Cash,Returned
ORD2359,2024-01-02,2024-01-03,Debra Smith,CUST223,Wholesale,Bread,Grocery,PROD6006,North,Niger,New Jersey,North Scott,6,709.12,20,3403.76,2133.92,1269.84,28,No,0,Berry-Parker,randallmiller@king-yoder.net,UPI,Cancelled
ORD2360,2025-04-21,2025-04-24,Amanda Henry,CUST895,Small Business,Headphones,Electronics,PROD1284,International,Finland,Wyoming,Ronaldview,7,3958.66,15,23554.04,17805.58,5748.46,48,No,0,Powers and Sons,wstewart@flores.biz,Net Banking,Delivered
ORD2361,2023-06-18,2023-06-24,James Elliott,CUST937,Corporate,Puzzle,Toys,PROD4269,East,Azerbaijan,Washington,South William,2,4846.03,15,8238.26,6705.63,1532.63,30,No,0,Allen LLC,vwatkins@kim-smith.com,Debit Card,Returned
ORD2362,2023-11-21,2023-11-25,Rebecca Hernandez,CUST427,Small Business,T-Shirt,Clothing,PROD7028,North-East,Namibia,New York,Paulport,1,2714.7,15,2307.5,1978.3,329.2,17,No,0,Fry-Miller,parkerantonio@martin-graham.com,Cash,Delivered
ORD2363,2024-03-25,2024-03-31,Shelby Johnson,CUST807,Wholesale,Projector,Electronics,PROD2040,North,Pakistan,New Mexico,Lake Meghanberg,1,3025.92,10,2723.33,1950.72,772.61,40,No,0,Jones PLC,jenna63@davis.com,Net Banking,Cancelled
ORD2364,2023-10-24,2023-10-28,William Cohen,CUST506,VIP Member,Fruits,Grocery,PROD7636,West,United Arab Emirates,Colorado,East Diana,5,4874.51,20,19498.03,13690.22,5807.82,46,No,0,"Cole, Garcia and Barton",trujilloamber@ward.com,Credit Card,Cancelled
ORD2365,2026-04-24,2026-04-25,Erica Shields,CUST485,Wholesale,Sneakers,Clothing,PROD9957,North-East,Svalbard & Jan Mayen Islands,New Mexico,North Elizabeth,3,3241.5,0,9724.49,7674.8,2049.68,35,No,0,Jones Group,olsonwendy@foster.com,Credit Card,Pending
ORD2366,2024-12-28,2024-12-31,Scott Webb,CUST725,Small Business,Bread,Grocery,PROD8001,International,Pakistan,Vermont,Port Williamland,1,4788.46,5,4549.04,3694.11,854.93,15,No,0,Fisher LLC,owatkins@thompson.biz,Cash,Cancelled
ORD2367,2025-11-21,2025-11-24,Mrs. Ashley Johnson MD,CUST897,Consumer,Pen,Office Supplies,PROD3370,South,Somalia,Alaska,Priceton,10,649.26,15,5518.67,4412.8,1105.87,34,No,0,White-Wilcox,robertsjessica@ellison.com,Net Banking,Delivered
ORD2368,2024-05-07,2024-05-14,Ryan Golden,CUST624,Small Business,Bed,Furniture,PROD9785,South,Saint Lucia,West Virginia,Lindsayshire,7,4560.4,10,28730.51,21666.94,7063.57,38,No,0,Stokes-Mccormick,olivia07@mercer-robertson.com,Net Banking,Delivered
ORD2369,2024-12-07,2024-12-09,Michael White,CUST192,Home Office,Puzzle,Toys,PROD9015,South,Mozambique,California,Gonzaleztown,5,418.89,10,1884.99,1331.58,553.41,8,Yes,25,Smith-Mcdaniel,kortiz@hart.com,Credit Card,Cancelled
ORD2370,2025-04-09,2025-04-12,Drew Martinez,CUST850,Consumer,AC,Electronics,PROD1692,South,Malaysia,Washington,East Mallory,5,2892.57,15,12293.44,8194.87,4098.57,33,No,0,Hanson Group,daniel89@fischer.org,UPI,Delivered
ORD2371,2024-01-13,2024-01-20,Gregory Rice,CUST250,VIP Member,Dining Table,Furniture,PROD5040,North,Azerbaijan,Virginia,West Andrewtown,5,3902.63,0,19513.16,16528.04,2985.12,29,No,0,Sandoval LLC,tamarahamilton@davis.com,Cash,Returned
ORD2372,2025-12-12,2025-12-18,Sherry Hernandez,CUST473,Wholesale,Jeans,Clothing,PROD5346,West,Taiwan,Kansas,North Travis,6,226.22,15,1153.72,700.47,453.26,13,No,0,"Chen, Glass and Welch",bradley91@kaufman-schneider.com,Credit Card,Pending
ORD2373,2024-10-05,2024-10-12,Joshua Wilson,CUST117,Consumer,Sticky Notes,Office Supplies,PROD8405,International,Austria,Vermont,Michaelfurt,7,2704.92,0,18934.45,13153.67,5780.78,16,No,0,Graham-Pace,morgannicholas@vargas-gonzales.com,Cash,Pending
ORD2374,2026-03-04,2026-03-10,Trevor Cruz Jr.,CUST163,Home Office,Jacket,Clothing,PROD5104,North,Netherlands,Massachusetts,Campbellstad,5,2078.95,5,9875.03,6405.38,3469.65,30,No,0,"Ford, Smith and Leblanc",turnertanya@carter-davis.com,Net Banking,Cancelled
ORD2375,2025-04-17,2025-04-21,Derek Mcdaniel,CUST386,Consumer,Bread,Grocery,PROD2476,North,Belarus,New York,New Kimberlymouth,8,3708.15,0,29665.21,25813.67,3851.54,9,Yes,49,Patterson-White,fgreen@king.com,Credit Card,Pending
ORD2376,2025-12-25,2026-01-01,Tracy Singh,CUST308,VIP Member,Sticky Notes,Office Supplies,PROD2333,South,Palau,Nebraska,Lake Ellenhaven,9,2851.7,5,24381.99,19129.68,5252.32,16,No,0,"Heath, Duncan and Fletcher",nlucas@haas.info,UPI,Returned
ORD2377,2025-03-10,2025-03-15,Jennifer Mcdonald,CUST454,Consumer,Stapler,Office Supplies,PROD1160,North,Madagascar,Delaware,Rodriguezchester,6,3381.68,20,16232.05,11075.56,5156.49,50,No,0,"Baldwin, Smith and Hanson",littlemichaela@spencer-morris.com,Net Banking,Cancelled
ORD2378,2024-12-03,2024-12-08,Leslie Hughes,CUST734,Corporate,Face Wash,Beauty,PROD9670,Central,French Southern Territories,Texas,Barrystad,1,4323.24,5,4107.08,3615.88,491.2,50,No,0,"Rogers, Kelly and Murray",wadetiffany@jordan.net,Debit Card,Cancelled
ORD2379,2026-01-12,2026-01-16,Catherine Rhodes,CUST949,VIP Member,Fruits,Grocery,PROD2215,North,Bosnia and Herzegovina,Missouri,New Cynthiaside,9,3359.18,0,30232.64,21439.96,8792.68,25,No,0,Beard Ltd,townsendmary@wilcox-robinson.com,UPI,Returned
ORD2380,2024-10-12,2024-10-19,Michael Robinson,CUST704,VIP Member,Sneakers,Clothing,PROD6582,South,Algeria,Louisiana,Wilsonfurt,8,1571.28,10,11313.25,7665.37,3647.88,24,No,0,"Brooks, Johnson and Sanders",warnerjeffery@james-benjamin.com,Net Banking,Returned
ORD2381,2023-07-15,2023-07-16,Jessica Reed,CUST370,VIP Member,AC,Electronics,PROD4642,International,Antarctica (the territory South of 60 deg S),Tennessee,Andersonfurt,2,507.69,10,913.84,570.22,343.61,34,No,0,Kelly-Paul,lowens@martin.com,Cash,Cancelled
ORD2382,2023-06-14,2023-06-20,Jordan Stevens,CUST472,VIP Member,Dining Table,Furniture,PROD4841,South,Bahamas,Kentucky,Mclaughlinside,3,816.73,0,2450.19,2041.94,408.25,25,No,0,Matthews PLC,petersoneric@ross-yoder.com,UPI,Cancelled
ORD2383,2024-04-01,2024-04-04,Brandon Ochoa,CUST691,Wholesale,Projector,Electronics,PROD2792,South,Lebanon,New Jersey,West Megan,2,2758.4,15,4689.27,3897.82,791.45,38,No,0,Ramsey PLC,bushelizabeth@hawkins.com,Debit Card,Cancelled
ORD2384,2024-01-05,2024-01-11,Christopher Carter,CUST932,Wholesale,Jacket,Clothing,PROD8853,North-East,Hungary,Illinois,South Ronnie,2,3421.21,10,6158.18,5505.94,652.24,47,No,0,Booker and Sons,patrick56@mitchell-taylor.com,Debit Card,Returned
ORD2385,2023-09-11,2023-09-13,David Hernandez,CUST437,Wholesale,AC,Electronics,PROD2300,East,Denmark,Oregon,Angelachester,10,3918.89,15,33310.59,23486.29,9824.29,41,No,0,"Brown, Mullen and Sweeney",julie11@krause.com,Credit Card,Delivered
ORD2386,2023-09-27,2023-10-01,Jordan Yates,CUST938,Wholesale,Eggs,Grocery,PROD7602,North,Tajikistan,New Mexico,Jamesshire,9,4669.9,10,37826.22,24564.1,13262.12,13,No,0,Ward-Rojas,combsfrank@johnson.com,UPI,Returned
ORD2387,2025-01-11,2025-01-18,Elizabeth Berry,CUST573,Corporate,AC,Electronics,PROD4085,East,Ukraine,Washington,Adriennebury,1,3722.72,10,3350.45,2017.23,1333.22,22,No,0,Pacheco-Morrow,hollyhayes@aguilar.com,Credit Card,Returned
ORD2388,2024-02-15,2024-02-16,Troy Jackson Jr.,CUST883,Small Business,Vegetables,Grocery,PROD7792,South,Guinea,Utah,New Audreyfurt,6,793.02,10,4282.31,3684.22,598.09,29,No,0,"Bradley, Miller and Ward",bradleypeterson@cline.biz,UPI,Delivered
ORD2389,2023-10-30,2023-11-01,Derrick Ruiz,CUST506,Corporate,RC Car,Toys,PROD7900,South,Japan,Kansas,New Richardberg,8,971.51,5,7383.51,6312.75,1070.75,24,No,0,"Best, Acosta and Campbell",kjones@smith.com,Net Banking,Pending
ORD2390,2025-12-12,2025-12-17,Michelle Jackson,CUST337,Corporate,Eggs,Grocery,PROD5749,North-East,Romania,Louisiana,Lake Melissabury,2,392.54,20,628.07,564.91,63.16,45,No,0,Park and Sons,yreyes@ruiz.com,Cash,Delivered
ORD2391,2026-04-26,2026-04-27,Jason Browning,CUST436,Small Business,Sofa,Furniture,PROD3568,North-East,Luxembourg,Alabama,Lake Danielleshire,9,4771.79,0,42946.11,31855.82,11090.28,4,Yes,41,Cummings LLC,kbowen@moore.com,Debit Card,Cancelled
ORD2392,2025-01-12,2025-01-16,Angela Barajas,CUST502,VIP Member,Milk,Grocery,PROD8710,West,Serbia,South Dakota,West Ashley,2,3902.18,0,7804.36,6906.85,897.51,8,Yes,39,Mccullough LLC,williamnunez@mccall.org,Debit Card,Cancelled
ORD2393,2023-07-30,2023-08-04,Mary Tran,CUST338,Corporate,Perfume,Beauty,PROD6690,East,Serbia,Tennessee,South Danielmouth,3,3108.33,0,9325.0,7438.99,1886.0,3,Yes,20,"Jones, Matthews and Shannon",ztodd@phillips-oneal.com,Debit Card,Cancelled
ORD2394,2024-03-12,2024-03-13,Courtney Williams,CUST484,Corporate,Milk,Grocery,PROD3595,Central,Fiji,New York,Lynchborough,9,2852.14,15,21818.88,19629.91,2188.97,49,No,0,Mcguire-Wilkinson,donnabrowning@brady-lopez.net,Net Banking,Delivered
ORD2395,2025-11-16,2025-11-20,Katrina Chaney,CUST837,Small Business,Fruits,Grocery,PROD9268,International,Belgium,Idaho,Port Michael,10,954.13,10,8587.19,7040.37,1546.82,37,No,0,Zimmerman and Sons,williamcooper@drake.com,Debit Card,Cancelled
ORD2396,2025-03-15,2025-03-22,Joshua Williams,CUST593,Corporate,Action Figure,Toys,PROD4254,South,Wallis and Futuna,Alaska,Grahamview,3,3053.19,10,8243.62,7002.47,1241.15,18,No,0,Long-Sellers,christinecarpenter@schmidt.com,Cash,Delivered
ORD2397,2025-08-10,2025-08-13,Nicole Williams,CUST777,Wholesale,Sticky Notes,Office Supplies,PROD8295,North-East,French Guiana,South Carolina,South Jordan,2,2860.62,5,5435.17,4613.12,822.05,24,No,0,Carlson-Moore,jwilliams@cox.com,Net Banking,Returned
ORD2398,2024-07-17,2024-07-18,Rhonda Jordan,CUST450,Wholesale,Sticky Notes,Office Supplies,PROD3922,North-East,Guadeloupe,Arkansas,Barrettville,5,905.15,15,3846.89,2422.95,1423.95,9,Yes,23,"Whitehead, Hahn and Gray",bridgetclark@shaffer.org,Net Banking,Returned
ORD2399,2024-05-10,2024-05-13,Douglas Evans,CUST381,Corporate,Shampoo,Beauty,PROD7845,East,Congo,Alabama,Samanthaport,1,1611.49,20,1289.19,1138.12,151.07,30,No,0,"Mccarthy, Vaughn and Lee",jennifersmith@gonzales.org,UPI,Pending
ORD2400,2026-01-29,2026-02-01,Amanda Wheeler,CUST623,Small Business,Bed,Furniture,PROD5540,Central,Poland,Arkansas,Garciachester,8,3644.45,5,27697.82,20019.27,7678.55,11,No,0,Strong-Cantu,barnestamara@lee.com,Debit Card,Returned
ORD2401,2024-12-26,2024-12-30,Annette Quinn,CUST728,Consumer,Face Wash,Beauty,PROD2660,South,Egypt,Kansas,West Amberbury,5,2002.52,10,9011.36,7008.82,2002.54,6,Yes,23,White-Davis,james76@brown.net,Credit Card,Delivered
ORD2402,2026-04-30,2026-05-07,Lee Smith,CUST975,VIP Member,Milk,Grocery,PROD4402,South,Australia,Virginia,Brookeville,3,4456.04,5,12699.72,8400.39,4299.33,15,No,0,"Gibson, Miles and Castillo",danielortiz@chen.org,Cash,Delivered
ORD2403,2024-09-13,2024-09-18,Robert Hayes,CUST567,Small Business,Mobiles,Electronics,PROD7424,West,Cyprus,Wisconsin,New Matthewchester,5,4706.0,15,20000.49,12928.29,7072.19,47,No,0,"Gilbert, Valdez and Austin",arthur61@harrington.biz,Net Banking,Returned
ORD2404,2025-01-15,2025-01-21,Kevin Gross,CUST845,Consumer,Sneakers,Clothing,PROD2254,Central,Jordan,Georgia,Amandashire,3,2888.53,0,8665.59,5397.11,3268.48,36,No,0,Parker-Tyler,benjaminjohnson@taylor-terry.com,Cash,Pending
ORD2405,2024-01-31,2024-02-04,Steven Cross,CUST785,VIP Member,Headphones,Electronics,PROD4509,North,Argentina,Alaska,New Ryan,6,147.43,20,707.67,456.36,251.31,10,No,0,Tucker Group,adamswhitney@tyler-riley.com,UPI,Pending
ORD2406,2025-08-16,2025-08-19,Garrett Bailey,CUST105,Home Office,Headphones,Electronics,PROD2205,East,Kuwait,Missouri,New Brianport,8,409.57,20,2621.23,2019.59,601.64,14,No,0,Hebert-Williams,josephperez@potter.org,Net Banking,Cancelled
ORD2407,2025-05-01,2025-05-04,Tiffany Gardner,CUST884,Home Office,Moisturizer,Beauty,PROD8568,South,Honduras,Utah,West Annette,5,3405.96,5,16178.32,10616.02,5562.3,42,No,0,Blanchard-Maldonado,brian96@combs-olson.com,Net Banking,Pending
ORD2408,2025-05-13,2025-05-16,Rachel Page,CUST221,Home Office,Jacket,Clothing,PROD2266,International,Bolivia,Illinois,Lake Patrickberg,4,4700.34,0,18801.36,12010.35,6791.01,20,No,0,Martin PLC,cooperkarina@campbell.org,Net Banking,Delivered
ORD2409,2024-04-25,2024-04-27,Ralph Dodson,CUST202,Consumer,AC,Electronics,PROD3716,International,Poland,New Hampshire,West Beverly,10,949.01,5,9015.64,6678.39,2337.25,7,Yes,30,Davies-Trujillo,zamoraphillip@nguyen.net,Debit Card,Delivered
ORD2410,2023-07-05,2023-07-06,Jennifer Haynes,CUST887,Home Office,RC Car,Toys,PROD9793,East,Lithuania,Arizona,Darinfurt,3,2710.57,15,6911.95,4513.15,2398.8,39,No,0,Jones and Sons,patricia03@casey.com,Debit Card,Cancelled
ORD2411,2026-04-18,2026-04-19,Sarah Mckay,CUST644,Consumer,Buds,Electronics,PROD1324,East,Tanzania,Maryland,North Teresa,9,4966.12,20,35756.06,30754.7,5001.36,40,No,0,King and Sons,kristin64@boyd.com,Net Banking,Delivered
ORD2412,2023-07-03,2023-07-05,Matthew Key,CUST893,VIP Member,Stapler,Office Supplies,PROD3072,Central,Sierra Leone,South Carolina,North Adrienneland,2,540.35,15,918.6,770.42,148.18,6,Yes,49,Martin-Gomez,jonathan73@fleming.com,Credit Card,Returned
ORD2413,2026-01-14,2026-01-21,Jose Taylor,CUST957,Consumer,Moisturizer,Beauty,PROD8330,International,Guernsey,Maine,Jacobtown,2,1551.1,15,2636.87,2076.41,560.46,3,Yes,44,Miller LLC,hernandezkaitlyn@sims.com,Debit Card,Pending
ORD2414,2024-06-30,2024-07-06,Diane Campbell,CUST230,Home Office,Stapler,Office Supplies,PROD6272,North,Sao Tome and Principe,Maryland,Diazville,4,3274.27,10,11787.37,9012.49,2774.88,27,No,0,Adams Group,elizabethpierce@reed.com,Cash,Delivered
ORD2415,2025-03-26,2025-04-01,Zoe Williams,CUST754,Corporate,AC,Electronics,PROD7411,International,Lao People's Democratic Republic,Montana,Chloebury,2,2649.58,20,4239.33,3806.25,433.08,7,Yes,35,Mendez Ltd,connie99@brown.com,Net Banking,Returned
ORD2416,2023-06-29,2023-07-02,Joshua Lewis,CUST763,Home Office,Pen,Office Supplies,PROD5626,International,Netherlands Antilles,California,New Richardside,1,1848.95,15,1571.61,1227.53,344.08,37,No,0,Mason Inc,kristy99@ward.com,Cash,Cancelled
ORD2417,2025-05-30,2025-06-01,Sean Thompson,CUST148,Small Business,Doll,Toys,PROD8155,South,Kazakhstan,Michigan,Susanshire,2,2925.25,0,5850.5,3680.68,2169.82,26,No,0,Rodgers-Mcclain,staceyjohnson@stephenson.com,Debit Card,Cancelled
ORD2418,2024-04-01,2024-04-03,Martha Bowers,CUST113,Wholesale,Perfume,Beauty,PROD1707,West,Greece,Rhode Island,Hillshire,5,4985.18,20,19940.73,14486.18,5454.55,27,No,0,Curtis-Golden,christina32@williams-chandler.com,Credit Card,Delivered
ORD2419,2023-09-13,2023-09-20,Hunter Morales,CUST977,Small Business,Moisturizer,Beauty,PROD8286,South,Korea,Mississippi,Joytown,2,3117.63,10,5611.73,3827.26,1784.46,19,No,0,Fuentes-Black,martinjulie@salazar.com,Credit Card,Pending
ORD2420,2025-03-15,2025-03-18,Sharon Orozco,CUST579,Home Office,Dining Table,Furniture,PROD5723,North,Dominican Republic,North Carolina,Burtonburgh,7,1365.8,20,7648.45,5187.13,2461.33,7,Yes,25,Wilson-Martin,rgreer@lane-moore.net,Cash,Delivered
ORD2421,2023-08-06,2023-08-13,Lynn Fischer,CUST873,Small Business,Pen,Office Supplies,PROD7288,South,Tanzania,Minnesota,Jennifertown,2,3975.86,10,7156.55,5833.66,1322.89,14,No,0,Sharp-Hughes,rowecatherine@davis.com,Credit Card,Delivered
ORD2422,2025-03-17,2025-03-21,Alexander Mcbride,CUST309,Wholesale,Perfume,Beauty,PROD7202,North-East,Nauru,Alabama,New Sallyhaven,4,2098.46,20,6715.07,4902.42,1812.66,3,Yes,20,Powell Group,joshuagonzalez@james.org,Cash,Pending
ORD2423,2025-04-29,2025-05-02,Eric Garcia,CUST286,Corporate,Face Wash,Beauty,PROD8062,North-East,Lao People's Democratic Republic,Maryland,West Margaret,8,3729.89,0,29839.12,23433.35,6405.77,6,Yes,50,"Gray, Reilly and Nunez",pjohnson@osborne.com,Credit Card,Pending
ORD2424,2025-03-30,2025-04-02,Bryan Lester,CUST273,Wholesale,Jeans,Clothing,PROD5265,North-East,Benin,Vermont,Stewartborough,8,2232.51,0,17860.06,14374.95,3485.11,0,Yes,37,"Scott, Hebert and Dean",debbie76@mann-robinson.com,Net Banking,Returned
ORD2425,2023-09-29,2023-09-30,John Craig,CUST922,VIP Member,Perfume,Beauty,PROD2003,North-East,Aruba,Louisiana,West Brandy,8,2046.5,10,14734.81,9512.46,5222.36,35,No,0,Murray-Mason,thomas49@joseph.com,Net Banking,Delivered
ORD2426,2025-11-01,2025-11-08,James Mcdaniel,CUST745,Small Business,Sofa,Furniture,PROD9786,International,Sudan,Delaware,West Amy,1,2011.11,20,1608.89,1264.64,344.24,12,No,0,Fowler Inc,owenjocelyn@mcgrath.com,Net Banking,Delivered
ORD2427,2023-10-09,2023-10-10,Cassandra Lopez,CUST173,Consumer,Lipstick,Beauty,PROD4265,West,Singapore,Indiana,Harrisbury,7,2070.61,0,14494.3,11834.3,2660.0,6,Yes,41,Thompson-Brown,garywatkins@wilson-williams.com,Cash,Cancelled
ORD2428,2025-01-17,2025-01-18,Mark Cook,CUST593,Small Business,Bread,Grocery,PROD6397,West,Greece,Montana,New Davidburgh,1,813.85,15,691.77,561.4,130.37,47,No,0,"Costa, Robinson and Clark",ellisonanthony@farmer.com,UPI,Returned
ORD2429,2026-05-16,2026-05-19,Christopher Barker,CUST580,VIP Member,Bed,Furniture,PROD6597,International,Tajikistan,Arkansas,Larsenside,5,1202.86,20,4811.42,3657.55,1153.87,36,No,0,"Smith, Donaldson and Meadows",brandywilliams@cook-valdez.org,Cash,Cancelled
ORD2430,2024-06-27,2024-06-28,Joel Duran,CUST272,VIP Member,Moisturizer,Beauty,PROD6763,East,Swaziland,North Dakota,Conradport,6,354.99,20,1703.95,1489.36,214.59,32,No,0,"Nelson, Kim and Osborne",wyattcheyenne@martin-edwards.com,Credit Card,Delivered
ORD2431,2026-03-24,2026-03-27,Jennifer Jenkins,CUST711,VIP Member,Bookshelf,Furniture,PROD3524,West,Niger,Indiana,Port Keithshire,5,4657.21,5,22121.73,16097.68,6024.05,4,Yes,38,"Scott, Johnson and Ford",billyfowler@webb-davis.com,Credit Card,Cancelled
ORD2432,2025-05-12,2025-05-19,Donna Shelton,CUST574,Small Business,Ink,Office Supplies,PROD8128,International,Oman,Washington,South Teresatown,5,1150.85,10,5178.83,4060.12,1118.7,31,No,0,Rodriguez-Fitzgerald,rebecca51@young-johnson.com,Debit Card,Cancelled
ORD2433,2024-01-23,2024-01-30,Paul Baker,CUST879,VIP Member,Bread,Grocery,PROD2592,North,United States Virgin Islands,New Mexico,Andrealand,7,3893.47,15,23166.16,16703.6,6462.56,8,Yes,31,Butler Inc,lorrainecortez@wilson.com,Credit Card,Delivered
ORD2434,2023-05-29,2023-05-31,Alexandra Crosby,CUST624,Corporate,Face Wash,Beauty,PROD2406,Central,Bahamas,Oklahoma,Silvaside,4,1371.19,0,5484.76,3390.47,2094.29,49,No,0,"Reed, Wheeler and Wood",tyler00@murray.net,UPI,Cancelled
ORD2435,2026-04-25,2026-04-26,Brent Cox,CUST567,Small Business,Sneakers,Clothing,PROD3781,East,Wallis and Futuna,New Jersey,Rachelport,2,1702.34,20,2723.74,2009.99,713.75,2,Yes,34,Gray-Campbell,erin79@obrien.com,UPI,Delivered
ORD2436,2025-06-16,2025-06-21,Bob Gonzales,CUST746,VIP Member,Mobiles,Electronics,PROD7661,North,Holy See (Vatican City State),Maryland,Esparzaton,8,3953.1,15,26881.07,21488.39,5392.67,21,No,0,Nguyen LLC,jacquelinemontgomery@welch.info,Credit Card,Returned
ORD2437,2025-08-24,2025-08-25,Timothy Nelson,CUST146,Corporate,Buds,Electronics,PROD8019,North-East,Canada,Tennessee,Toddshire,6,318.05,0,1908.31,1625.87,282.45,44,No,0,"Johnson, Montgomery and Anderson",hicksjessica@newman.com,Credit Card,Delivered
ORD2438,2025-05-03,2025-05-08,Christopher Sparks,CUST674,VIP Member,Ink,Office Supplies,PROD2783,North,Turkmenistan,Indiana,Lake Daniel,10,1591.34,10,14322.06,12584.36,1737.69,49,No,0,Freeman-Boyd,ashleetaylor@woods.com,Cash,Cancelled
ORD2439,2025-01-28,2025-02-02,Jessica Taylor,CUST217,Corporate,Projector,Electronics,PROD2411,International,United Arab Emirates,Montana,New Colleenberg,9,255.36,15,1953.49,1594.47,359.02,48,No,0,"Smith, Sanchez and Ferguson",barbaraberger@perez.com,Credit Card,Cancelled
ORD2440,2023-08-05,2023-08-08,Larry Cobb,CUST417,Corporate,Headphones,Electronics,PROD9157,International,Palestinian Territory,Alabama,Rodriguezmouth,1,306.34,20,245.07,184.27,60.8,37,No,0,"Mathews, Chang and Barajas",lpayne@farley-johnson.biz,Cash,Cancelled
ORD2441,2025-09-01,2025-09-03,Kristi Kennedy,CUST303,Corporate,Bookshelf,Furniture,PROD4249,East,Algeria,Nebraska,Edwardston,9,4703.8,15,35984.03,27722.61,8261.43,1,Yes,22,White-Davis,erikgilbert@henson.com,Net Banking,Delivered
ORD2442,2026-01-26,2026-01-29,Annette Malone,CUST991,VIP Member,Bookshelf,Furniture,PROD9259,North,American Samoa,Ohio,Charlesview,3,2691.91,20,6460.58,5181.79,1278.79,36,No,0,"Anderson, Bowman and Jackson",rebecca30@gonzalez-hernandez.com,Net Banking,Delivered
ORD2443,2025-12-08,2025-12-13,Joshua Gutierrez,CUST124,Corporate,Jeans,Clothing,PROD4904,Central,Congo,Delaware,Matthewside,8,1004.59,0,8036.75,6686.4,1350.35,25,No,0,"Hunt, Farrell and Lopez",jonathan85@mitchell.com,Net Banking,Returned
ORD2444,2026-04-10,2026-04-11,Julie Swanson,CUST357,VIP Member,Bread,Grocery,PROD3888,Central,Nigeria,Georgia,Port Michelle,8,1347.41,20,8623.44,6649.94,1973.51,31,No,0,Vega PLC,james73@clark.biz,Credit Card,Pending
ORD2445,2025-09-11,2025-09-13,Kathleen Nguyen,CUST611,Home Office,Office Chair,Furniture,PROD6194,East,Botswana,Tennessee,North Darinfurt,8,1644.32,10,11839.08,8147.12,3691.96,13,No,0,Miller PLC,byrdlarry@smith.biz,Debit Card,Returned
ORD2446,2024-09-08,2024-09-11,Janet Townsend,CUST267,Wholesale,Notebook,Office Supplies,PROD3881,East,Mauritania,New Hampshire,Santiagofurt,1,1608.45,5,1528.02,1173.99,354.04,28,No,0,Moody Inc,marshallrobert@glenn.org,Credit Card,Cancelled
